用户ID,商品ID,品牌,品牌ID,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价
313446,2392644,优衣库,166135,优衣库衬衫 牛津纺 蓝色 L码,服装鞋帽,6347472,buy,1511722537,226.09
786735,2491976,阿迪达斯,652847,阿迪达斯运动长裤 Tiro 21 黑色 XXL码,服装鞋帽,6347472,buy,1511875447,176.21
656379,7423681,全友,2509,全友餐桌 1.2m 灰色,家居用品,2884020,buy,1511900438,2649.18
255813,4964744,戴尔,826566,戴尔游匣G15 i7/16GB/1TB,电子产品,1788515,buy,1511962026,7884.27
440802,7611004,索菲亚,803490,索菲亚推拉门衣柜 2.2m 黑色,家居用品,2884020,fav,1512048106,4644.84
984642,4764854,雅诗兰黛,430064,雅诗兰黛小棕瓶精华 50ml,美妆护肤,7040903,buy,1512200390,2753.62
335137,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,buy,1511654200,1833.92
943776,7755662,雅诗兰黛,430064,雅诗兰黛红石榴面霜 50ml,美妆护肤,7040903,buy,1512175782,972.88
555884,6304127,太平鸟,295499,太平鸟休闲外套 棕色 M码,服装鞋帽,6347472,buy,1511808275,598.62
735163,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,pv,1512025328,4253.85
387813,1660574,耐克,901589,耐克运动袜 3双装 红色 XL码,服装鞋帽,6347472,buy,1511830248,399.74
684384,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1511918192,53.31
237118,4658925,方太,877093,方太消毒柜ZTD100F-WH,家用电器,8888283,buy,1511883551,803.22
461249,7317745,可口可乐,927706,可口可乐可乐 330ml*24罐,食品饮料,7142910,buy,1511716271,57.14
685066,2565212,ZARA,1667,ZARA修身牛仔裤 绿色 L码,服装鞋帽,6347472,buy,1512088909,203.03
779112,5247402,阿迪达斯,652847,阿迪达斯运动T恤 Climalite 白色 M码,服装鞋帽,6347472,buy,1512140292,160.91
933980,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,buy,1512023454,4397.9
534572,1660574,耐克,901589,耐克运动袜 3双装 红色 XL码,服装鞋帽,6347472,buy,1511835682,399.74
353777,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,buy,1512106589,6667.81
668507,6304127,太平鸟,295499,太平鸟休闲外套 棕色 M码,服装鞋帽,6347472,buy,1512117038,598.62
640970,8771005,ZARA,1667,ZARA基础款T恤 灰色 S码,服装鞋帽,6347472,buy,1512189213,79.73
888295,3250465,海尔,571650,海尔洗衣机G100368HBD14LSU1,家用电器,8888283,buy,1511801622,4195.69
390782,3787731,美的,528928,美的冰箱BCD-638WKPZM(E),家用电器,8888283,buy,1512146179,3261.4
666390,3576892,欧莱雅,363490,欧莱雅面霜 50ml,美妆护肤,7040903,buy,1511677754,1897.44
609231,5743270,联想,436330,联想ThinkPad X1 Carbon i7/16GB/1TB,电子产品,1788515,buy,1512024596,3534.12
560959,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1511811927,2372.87
276405,7960554,荣耀,111804,荣耀Magic6 128GB 黑色,电子产品,1788515,buy,1511863693,3311.19
915809,2431720,联想,436330,联想拯救者Y9000P i9/32GB/2TB,电子产品,1788515,buy,1511939436,4249.18
254739,3787731,美的,528928,美的冰箱BCD-638WKPZM(E),家用电器,8888283,buy,1511801794,3261.4
178463,903142,森马,329714,森马牛仔裤 修身款 蓝色 30码,服装鞋帽,6347472,buy,1512165402,193.43
296694,3071935,太平鸟,295499,太平鸟连衣裙 红色 XXL码,服装鞋帽,6347472,buy,1511860320,640.94
576805,8005001,耐克,901589,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,6347472,buy,1511993036,774.31
201255,265553,兰蔻,783723,兰蔻菁纯口红 正红色,美妆护肤,7040903,buy,1512170514,246.61
472060,2501551,H&M,912310,H&M休闲裤 黑色 L码,服装鞋帽,6347472,buy,1512049911,50.18
593554,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,cart,1511868900,53.31
654531,4378399,全友,2509,全友鞋柜 80cm 棕色,家居用品,2884020,buy,1512113622,3179.19
505426,7317745,可口可乐,927706,可口可乐可乐 330ml*24罐,食品饮料,7142910,buy,1512161706,57.14
581741,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,buy,1511998582,227.12
886931,4658925,方太,877093,方太消毒柜ZTD100F-WH,家用电器,8888283,buy,1512189252,803.22
154615,8005001,耐克,901589,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,6347472,pv,1511923742,774.31
678116,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,pv,1511946953,303.67
414569,7428837,欧派,934621,欧派岩板餐桌 1.4m 棕色,家居用品,2884020,fav,1511652074,2592.1
182582,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1511761322,22.71
926236,5931368,索菲亚,803490,索菲亚电视柜 2m 白色,家居用品,2884020,buy,1511902655,2712.85
979827,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,pv,1511798017,3818.54
854024,5247402,阿迪达斯,652847,阿迪达斯运动T恤 Climalite 白色 M码,服装鞋帽,6347472,buy,1511854156,160.91
624563,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,buy,1511920796,2766.11
262029,9922972,小米,307716,小米14 Ultra 1TB 白色,电子产品,1788515,buy,1512352049,3918.36
904711,4519006,太平鸟,295499,太平鸟直筒牛仔裤 红色 XXL码,服装鞋帽,6347472,cart,1512214565,384.76
377405,274404,方太,877093,方太洗碗机JBSD2T-X1S,家用电器,8888283,buy,1512021065,775.68
567122,2565212,ZARA,1667,ZARA修身牛仔裤 绿色 L码,服装鞋帽,6347472,buy,1511990416,203.03
635280,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,buy,1511941790,303.67
806707,9028628,可口可乐,927706,可口可乐芬达 330ml*24罐,食品饮料,7142910,buy,1511858550,76.63
177959,3077079,华硕,838697,华硕ROG枪神7 i9/32GB/2TB,电子产品,1788515,buy,1511767000,3031.17
568436,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1511940433,44.26
330914,5669831,GAP,207780,GAP男士纯棉T恤 白色 XXL码,服装鞋帽,6347472,buy,1511901179,251.14
568127,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,buy,1511747706,4397.9
428838,6873043,索菲亚,803490,索菲亚真皮床 1.8m 白色,家居用品,2884020,pv,1511711243,4609.4
421517,2369032,联想,436330,联想小新Pro16 i7/16GB/1TB,电子产品,1788515,buy,1511869829,12742.0
950360,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,buy,1512009540,3818.54
988283,7594339,西门子,718578,西门子洗碗机SJ236I00JC,家用电器,8888283,buy,1511814640,1103.42
631756,9772295,兰蔻,783723,兰蔻眼霜 15ml,美妆护肤,7040903,cart,1511974069,1833.71
114835,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,pv,1512070764,227.12
416869,8455672,雅诗兰黛,430064,雅诗兰黛DW粉底液 象牙白 30ml,美妆护肤,7040903,buy,1511558156,393.31
379946,5667640,李宁,693143,李宁篮球鞋 音速11 白色 43码,服装鞋帽,6347472,buy,1511956154,567.92
533377,319015,顾家,257671,顾家储物床 1.5m 棕色,家居用品,2884020,pv,1511831848,2745.01
986827,5382909,顾家,257671,顾家家居实木书桌 1.6m 棕色,家居用品,2884020,buy,1511613564,1790.83
673095,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,fav,1511942872,429.08
244144,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1511715227,22.71
301629,7317745,可口可乐,927706,可口可乐可乐 330ml*24罐,食品饮料,7142910,buy,1511834670,57.14
230521,1174435,李宁,693143,李宁运动服 训练系列 蓝色 M码,服装鞋帽,6347472,buy,1511901672,284.11
453487,4658925,方太,877093,方太消毒柜ZTD100F-WH,家用电器,8888283,pv,1511613537,803.22
632060,8703665,全友,2509,全友家居推拉门衣柜 2m 米色,家居用品,2884020,pv,1512118205,5195.16
704238,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,buy,1511712702,2766.11
395459,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,buy,1511985303,6118.18
738448,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1512163181,22.71
265409,4166112,全友,2509,全友板式床 1.5m 棕色,家居用品,2884020,buy,1511992749,3824.76
502491,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,buy,1511651308,6767.84
593554,265553,兰蔻,783723,兰蔻菁纯口红 正红色,美妆护肤,7040903,buy,1511714109,246.61
551860,9362627,方太,877093,方太集成灶X1系列,家用电器,8888283,buy,1512002356,734.0
720407,3071935,太平鸟,295499,太平鸟连衣裙 红色 XXL码,服装鞋帽,6347472,buy,1512006729,640.94
875520,4912883,迪奥,822650,迪奥香水 花香调 50ml,美妆护肤,7040903,pv,1512213959,577.74
380989,1455106,宜家,593883,宜家办公椅 白色,家居用品,2884020,buy,1511763941,4253.85
310608,6604951,H&M,912310,H&M男士衬衫 棕色 S码,服装鞋帽,6347472,buy,1511924879,340.34
913423,7656052,苹果,849003,苹果iPhone 15 Pro Max 1TB 黑色,电子产品,1788515,pv,1512034971,6002.66
848206,2654249,老板,109436,老板集成灶S2系列,家用电器,8888283,buy,1511908153,3723.78
913694,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1512076404,44.26
846746,6675301,耐克,901589,耐克运动T恤 Dry Fit 黑色 XL码,服装鞋帽,6347472,buy,1511917981,202.05
326895,1697102,安踏,179263,安踏运动外套 防风系列 蓝色 XL码,服装鞋帽,6347472,pv,1511633558,557.15
681478,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,buy,1511710984,219.34
299734,2654249,老板,109436,老板集成灶S2系列,家用电器,8888283,pv,1511902862,3723.78
434002,3250465,海尔,571650,海尔洗衣机G100368HBD14LSU1,家用电器,8888283,buy,1512065835,4195.69
607868,3928639,H&M,912310,H&M女士连衣裙 白色 M码,服装鞋帽,6347472,buy,1511706872,335.8
387636,920552,欧派,934621,欧派橱柜 3m L型 白色,家居用品,2884020,buy,1511885088,659.28
760356,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,buy,1512056791,1650.54
114835,6604951,H&M,912310,H&M男士衬衫 棕色 S码,服装鞋帽,6347472,buy,1512232609,340.34
662275,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,fav,1511944154,702.58
612262,6304127,太平鸟,295499,太平鸟休闲外套 棕色 M码,服装鞋帽,6347472,buy,1512151876,598.62
970127,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1511721707,928.24
109909,3250465,海尔,571650,海尔洗衣机G100368HBD14LSU1,家用电器,8888283,pv,1511842199,4195.69
214975,4605552,海尔,571650,海尔空调KFR-72LW/08LCA81U1,家用电器,8888283,buy,1512058865,6158.56
160738,9435421,康师傅,358953,康师傅绿茶 500ml*12瓶,食品饮料,7142910,buy,1511824312,53.31
665979,1015679,宜家,593883,宜家书桌 1.2m 白色,家居用品,2884020,buy,1512323060,3606.76
460455,3056490,优衣库,166135,优衣库修身牛仔裤 白色 XL码,服装鞋帽,6347472,buy,1512187131,172.61
203396,4658925,方太,877093,方太消毒柜ZTD100F-WH,家用电器,8888283,buy,1512055628,803.22
224395,8033659,宜家,593883,宜家爱克托沙发 白色,家居用品,2884020,buy,1512148292,9036.23
128276,3111890,欧派,934621,欧派浴室柜 80cm 灰色,家居用品,2884020,buy,1512048888,2903.45
347459,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,buy,1511736153,702.58
312994,204773,GAP,207780,GAP牛仔裤 直筒款 黑色 32码,服装鞋帽,6347472,pv,1512218830,303.67
485415,3715670,统一,188064,百事美年达 330ml*24罐,食品饮料,7142910,cart,1511675377,38.77
260295,2705829,华为,339116,华为P60 256GB 白色,电子产品,1788515,buy,1512089215,2617.46
910616,7428837,欧派,934621,欧派岩板餐桌 1.4m 棕色,家居用品,2884020,buy,1511692260,2592.1
678478,3061679,统一,188064,统一汤达人 130g*5袋,食品饮料,7142910,buy,1512048696,36.19
211005,5363058,西门子,718578,西门子洗衣机WM14U561HW,家用电器,8888283,buy,1511786820,5062.98
589710,2501551,H&M,912310,H&M休闲裤 黑色 L码,服装鞋帽,6347472,buy,1512057871,50.18
814220,2565212,ZARA,1667,ZARA修身牛仔裤 绿色 L码,服装鞋帽,6347472,buy,1512097076,203.03
786406,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,cart,1512036294,314.05
536196,319015,顾家,257671,顾家储物床 1.5m 棕色,家居用品,2884020,buy,1511941676,2745.01
660069,5931368,索菲亚,803490,索菲亚电视柜 2m 白色,家居用品,2884020,buy,1511958666,2712.85
536822,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,buy,1512250443,14990.7
679364,2734479,格力,434092,格力微波炉P70-20L,家用电器,8888283,buy,1512088111,1624.95
476993,6448942,伊利,353571,伊利QQ星 125ml*20盒,食品饮料,7142910,buy,1511908862,26.02
123005,3787731,美的,528928,美的冰箱BCD-638WKPZM(E),家用电器,8888283,cart,1512111567,3261.4
711680,6910038,阿迪达斯,652847,阿迪达斯运动鞋 Ultraboost 22 蓝色 41码,服装鞋帽,6347472,pv,1511958624,695.67
587115,1293769,欧莱雅,363490,欧莱雅复颜面膜 10片装,美妆护肤,7040903,buy,1512079631,512.83
482584,6770816,顾家,257671,顾家真皮沙发 3人位 黑色,家居用品,2884020,buy,1512056857,10064.02
139286,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,buy,1512185574,14990.7
690180,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,buy,1511978600,22.71
738551,4083974,小米,307716,小米Pad 6 Pro 8GB/256GB,电子产品,1788515,pv,1511926002,5115.64
508396,746111,欧莱雅,363490,欧莱雅洗发水 400ml,美妆护肤,7040903,buy,1512183282,702.58
744883,3609082,三星,517820,三星Galaxy Z Flip5 256GB,电子产品,1788515,buy,1511834833,7568.58
932250,3739556,李宁,693143,李宁运动鞋 超轻20 红色 40码,服装鞋帽,6347472,buy,1512069162,570.87
301332,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1512257304,2372.87
632351,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,cart,1512102855,605.03
543814,6873043,索菲亚,803490,索菲亚真皮床 1.8m 白色,家居用品,2884020,buy,1511989485,4609.4
130094,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,buy,1511840830,1259.4
751517,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1511720177,65.5
221552,4073737,VIVO,647850,VIVOX100 Pro 128GB 蓝色,电子产品,1788515,buy,1512111424,6329.2
374896,1017947,格力,434092,格力变频冰箱 BCD-520WPQC,家用电器,8888283,buy,1511929769,7436.6
509420,7656052,苹果,849003,苹果iPhone 15 Pro Max 1TB 黑色,电子产品,1788515,buy,1511929415,6002.66
592296,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,cart,1512142435,426.81
468203,6440356,苹果,849003,苹果MacBook Pro M2 16GB/512GB,电子产品,1788515,buy,1511883007,10230.41
465746,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1511782438,2632.79
530728,265553,兰蔻,783723,兰蔻菁纯口红 正红色,美妆护肤,7040903,buy,1511819828,246.61
327558,1116721,全友,2509,全友书柜 1.8m 白色,家居用品,2884020,buy,1512001065,4784.11
972565,2889495,华硕,838697,华硕灵耀14 i5/16GB/512GB,电子产品,1788515,buy,1511699831,7916.2
271720,148563,统一,188064,统一绿茶 500ml*12瓶,食品饮料,7142910,buy,1512156227,55.47
792764,5954090,华硕,838697,华硕天选4 i7/16GB/1TB,电子产品,1788515,fav,1511850559,2346.39
456717,8477582,美的,528928,美的微波炉M3-L232F,家用电器,8888283,buy,1511946904,623.65
267414,9302407,ZARA,1667,ZARA碎花连衣裙 黄色 L码,服装鞋帽,6347472,buy,1512174479,158.71
955374,9772295,兰蔻,783723,兰蔻眼霜 15ml,美妆护肤,7040903,buy,1512253306,1833.71
392477,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1512267289,65.5
655134,4764666,蒙牛,124278,百事纯水乐 550ml*24瓶,食品饮料,7142910,buy,1511967219,71.15
736130,4131957,资生堂,318919,资生堂防晒霜 50g,美妆护肤,7040903,buy,1512122682,267.94
903013,5931368,索菲亚,803490,索菲亚电视柜 2m 白色,家居用品,2884020,buy,1511944787,2712.85
238739,7317745,可口可乐,927706,可口可乐可乐 330ml*24罐,食品饮料,7142910,pv,1511910309,57.14
236074,2654249,老板,109436,老板集成灶S2系列,家用电器,8888283,buy,1512102740,3723.78
242007,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,buy,1511833815,314.05
942956,1458656,三星,517820,三星Galaxy S24 Ultra 1TB 黑色,电子产品,1788515,buy,1511716665,14990.7
681343,6440356,苹果,849003,苹果MacBook Pro M2 16GB/512GB,电子产品,1788515,buy,1512027208,10230.41
606983,8569010,蒙牛,124278,蒙牛特仑苏 250ml*12盒,食品饮料,7142910,buy,1511988712,44.26
665427,4243294,康师傅,358953,康师傅冰红茶 500ml*12瓶,食品饮料,7142910,buy,1511997519,75.45
857505,1723455,宜家,593883,宜家毕利书架 80cm 白色,家居用品,2884020,buy,1512216343,451.79
480959,6753877,格力,434092,格力空调KFR-50LW/NhGc1B,家用电器,8888283,cart,1512085776,6044.88
570050,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1512017270,411.26
946432,1297632,顾家,257671,顾家茶几 60cm 灰色,家居用品,2884020,buy,1511882657,1642.62
829988,5189819,兰蔻,783723,兰蔻粉底液 自然色 30ml,美妆护肤,7040903,buy,1511957543,1329.63
356150,4519006,太平鸟,295499,太平鸟直筒牛仔裤 红色 XXL码,服装鞋帽,6347472,buy,1511875708,384.76
883159,7780646,兰蔻,783723,兰蔻精华液 30ml,美妆护肤,7040903,buy,1511927173,2632.79
204555,3609082,三星,517820,三星Galaxy Z Flip5 256GB,电子产品,1788515,buy,1512185809,7568.58
242071,7954204,太平鸟,295499,太平鸟商务衬衫 白色 L码,服装鞋帽,6347472,buy,1512088495,429.08
382870,8021403,迪奥,822650,迪奥精华液 30ml,美妆护肤,7040903,buy,1511961944,411.26
503380,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,buy,1511922761,320.84
344098,3794624,耐克,901589,耐克运动长裤 Tech Fleece 灰色 L码,服装鞋帽,6347472,buy,1511917511,584.25
428267,9553189,伊利,353571,伊利安慕希 205g*12杯,食品饮料,7142910,pv,1511772620,52.38
435239,4243294,康师傅,358953,康师傅冰红茶 500ml*12瓶,食品饮料,7142910,cart,1511797301,75.45
117031,2451693,海尔,571650,海尔冰箱BCD-535WDPC,家用电器,8888283,pv,1512344926,6767.84
197758,1660574,耐克,901589,耐克运动袜 3双装 红色 XL码,服装鞋帽,6347472,buy,1511946847,399.74
564656,9028628,可口可乐,927706,可口可乐芬达 330ml*24罐,食品饮料,7142910,buy,1512093157,76.63
335137,3412254,欧派,934621,欧派北欧风双人床 1.8m 米色,家居用品,2884020,buy,1511981205,2497.56
853252,5931368,索菲亚,803490,索菲亚电视柜 2m 白色,家居用品,2884020,buy,1511926244,2712.85
185847,1975934,安踏,179263,安踏运动服 冠军系列 灰色 L码,服装鞋帽,6347472,pv,1511946954,219.34
343962,1660574,耐克,901589,耐克运动袜 3双装 红色 XL码,服装鞋帽,6347472,cart,1511884978,399.74
114835,3739556,李宁,693143,李宁运动鞋 超轻20 红色 40码,服装鞋帽,6347472,pv,1511682518,570.87
533321,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,pv,1512231169,227.12
524965,9879328,宜家,593883,宜家马尔姆床 1.5m 白色,家居用品,2884020,buy,1512122831,1948.33
962367,1437674,苹果,849003,苹果iPad Pro 12.9寸 1TB,电子产品,1788515,buy,1511965840,3818.54
528129,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,fav,1511884224,65.5
513741,1041272,伊利,353571,百事七喜 330ml*24罐,食品饮料,7142910,pv,1511957700,22.71
386436,4408643,迪奥,822650,迪奥烈焰蓝金口红 999号,美妆护肤,7040903,buy,1511878398,728.08
664607,1695816,雅诗兰黛,430064,雅诗兰黛抗蓝光眼霜 15ml,美妆护肤,7040903,buy,1511636130,1833.92
676713,3787731,美的,528928,美的冰箱BCD-638WKPZM(E),家用电器,8888283,buy,1512126290,3261.4
555052,5954090,华硕,838697,华硕天选4 i7/16GB/1TB,电子产品,1788515,buy,1511628399,2346.39
441716,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,buy,1511954526,4397.9
846247,4004170,海尔,571650,海尔冰箱BCD-478WDPD,家用电器,8888283,buy,1512117861,5326.21
642895,7646024,ZARA,1667,ZARA商务衬衫 白色 M码,服装鞋帽,6347472,buy,1511740297,314.05
713799,903142,森马,329714,森马牛仔裤 修身款 蓝色 30码,服装鞋帽,6347472,buy,1512130446,193.43
600641,7741678,统一,188064,百事可乐 330ml*24罐,食品饮料,7142910,buy,1511762971,36.5
703634,4605552,海尔,571650,海尔空调KFR-72LW/08LCA81U1,家用电器,8888283,buy,1511946703,6158.56
170499,8005001,耐克,901589,耐克运动鞋 Air Max 270 白色 42码,服装鞋帽,6347472,buy,1511885322,774.31
820184,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,fav,1512130050,644.72
313795,9109970,森马,329714,森马T恤 圆领款 黑色 S码,服装鞋帽,6347472,buy,1511958212,65.5
359249,6304127,太平鸟,295499,太平鸟休闲外套 棕色 M码,服装鞋帽,6347472,buy,1511955462,598.62
806073,4073737,VIVO,647850,VIVOX100 Pro 128GB 蓝色,电子产品,1788515,buy,1511926207,6329.2
255539,4603543,康师傅,358953,康师傅鲜虾鱼板面 100g*5袋,食品饮料,7142910,buy,1512083044,26.95
124302,6619218,GAP,207780,GAP卫衣 连帽款 蓝色 XL码,服装鞋帽,6347472,buy,1511998620,185.4
460663,7428837,欧派,934621,欧派岩板餐桌 1.4m 棕色,家居用品,2884020,pv,1511980768,2592.1
507746,9338792,优衣库,166135,优衣库T恤 圆领纯棉 黑色 M码,服装鞋帽,6347472,pv,1511647005,227.12
359486,4893768,森马,329714,森马商务衬衫 红色 M码,服装鞋帽,6347472,buy,1512115023,160.67
685864,4547348,OPPO,455018,OPPOReno11 Pro 256GB 绿色,电子产品,1788515,buy,1512121815,1774.2
563516,3787731,美的,528928,美的冰箱BCD-638WKPZM(E),家用电器,8888283,cart,1511750054,3261.4
992931,5551267,伊利,353571,伊利金典 250ml*12盒,食品饮料,7142910,cart,1512351367,95.96
731718,213997,VIVO,647850,VIVOX100 256GB 蓝色,电子产品,1788515,pv,1512200486,6667.81
639995,7741678,统一,188064,百事可乐 330ml*24罐,食品饮料,7142910,buy,1511671492,36.5
542042,6873043,索菲亚,803490,索菲亚真皮床 1.8m 白色,家居用品,2884020,pv,1511881606,4609.4
249145,9386381,ZARA,1667,ZARA休闲外套 黄色 XL码,服装鞋帽,6347472,buy,1512270791,928.24
465962,1280459,荣耀,111804,荣耀Magic6 Pro Max 512GB 黑色,电子产品,1788515,pv,1512005123,6118.18
331251,5876807,欧派,934621,欧派布艺沙发 3人位 白色,家居用品,2884020,buy,1511962214,4397.9
777513,5363058,西门子,718578,西门子洗衣机WM14U561HW,家用电器,8888283,buy,1511860230,5062.98
662262,1723455,宜家,593883,宜家毕利书架 80cm 白色,家居用品,2884020,buy,1512208032,451.79
195359,5743270,联想,436330,联想ThinkPad X1 Carbon i7/16GB/1TB,电子产品,1788515,buy,1512022358,3534.12
192337,1755134,可口可乐,927706,可口可乐零度可乐 330ml*24罐,食品饮料,7142910,buy,1512142381,77.52
346961,4408643,迪奥,822650,迪奥烈焰蓝金口红 999号,美妆护肤,7040903,buy,1512191101,728.08
871476,319015,顾家,257671,顾家储物床 1.5m 棕色,家居用品,2884020,pv,1512212882,2745.01
202664,3335552,索菲亚,803490,索菲亚餐椅 原木色,家居用品,2884020,buy,1511765222,320.84
829308,4447443,老板,109436,老板油烟机CXW-260-27A3,家用电器,8888283,fav,1512171747,4673.99
567574,1983260,方太,877093,方太燃气灶JZT-HA7B,家用电器,8888283,buy,1512191430,1650.54
398384,3197527,可口可乐,927706,可口可乐雪碧 330ml*24罐,食品饮料,7142910,buy,1511987410,56.19
720556,9922972,小米,307716,小米14 Ultra 1TB 白色,电子产品,1788515,buy,1512028832,3918.36
729575,3753127,李宁,693143,李宁跑步鞋 赤兔6 黑色 42码,服装鞋帽,6347472,buy,1511701381,426.81
919264,9868789,蒙牛,124278,蒙牛纯牛奶 250ml*24盒,食品饮料,7142910,buy,1512127417,62.87
277934,3160812,OPPO,455018,OPPOFind X7 Ultra 1TB 黑色,电子产品,1788515,pv,1511968026,6411.91
261859,7594339,西门子,718578,西门子洗碗机SJ236I00JC,家用电器,8888283,buy,1511899189,1103.42
631971,2431720,联想,436330,联想拯救者Y9000P i9/32GB/2TB,电子产品,1788515,buy,1512254175,4249.18
886730,148563,统一,188064,统一绿茶 500ml*12瓶,食品饮料,7142910,buy,1512173341,55.47
477400,4658925,方太,877093,方太消毒柜ZTD100F-WH,家用电器,8888283,cart,1511801023,803.22
249811,2288023,森马,329714,森马休闲外套 棕色 XL码,服装鞋帽,6347472,pv,1511684525,605.03
622469,1599816,美的,528928,美的电视85Q10G Pro,家用电器,8888283,buy,1512044968,1259.4
524045,450016,资生堂,318919,资生堂洗面奶 120g,美妆护肤,7040903,buy,1512004176,644.72
462147,7423681,全友,2509,全友餐桌 1.2m 灰色,家居用品,2884020,buy,1512211762,2649.18
400814,5189819,兰蔻,783723,兰蔻粉底液 自然色 30ml,美妆护肤,7040903,buy,1512008954,1329.63
678478,2889495,华硕,838697,华硕灵耀14 i5/16GB/512GB,电子产品,1788515,buy,1512061304,7916.2
308573,5708649,欧莱雅,363490,欧莱雅精华液 30ml,美妆护肤,7040903,buy,1512301622,1814.26
386042,9302407,ZARA,1667,ZARA碎花连衣裙 黄色 L码,服装鞋帽,6347472,buy,1511625864,158.71
612311,3077079,华硕,838697,华硕ROG枪神7 i9/32GB/2TB,电子产品,1788515,buy,1511972145,3031.17
321941,4547348,OPPO,455018,OPPOReno11 Pro 256GB 绿色,电子产品,1788515,buy,1511777958,1774.2
909489,5394778,索菲亚,803490,索菲亚茶几 80cm 米色,家居用品,2884020,buy,1511806526,2372.87
628750,6448942,伊利,353571,伊利QQ星 125ml*20盒,食品饮料,7142910,buy,1512304432,26.02
479404,9868789,蒙牛,124278,蒙牛纯牛奶 250ml*24盒,食品饮料,7142910,pv,1511984247,62.87
777406,4447443,老板,109436,老板油烟机CXW-260-27A3,家用电器,8888283,buy,1511777967,4673.99
292401,3156543,OPPO,455018,OPPOFind X7 512GB 白色,电子产品,1788515,buy,1512023395,2766.11
540226,5189819,兰蔻,783723,兰蔻粉底液 自然色 30ml,美妆护肤,7040903,buy,1511832934,1329.63
